,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
4834,-0.06,-1.089,-0.458,27.588,-2.319,13.794,3,0
4835,-0.059,-1.051,-0.453,33.936,-2.747,9.949,3,0
4836,-0.032,-0.987,-0.455,19.958,-1.465,4.761,3,0
4837,-0.001,-0.948,-0.443,-0.732,1.404,1.221,3,0
4838,0.017,-0.954,-0.45,-11.047,2.869,-0.427,3,0
4839,0.033,-0.971,-0.452,-13.977,5.188,-1.892,3,0
4840,0.06,-1.019,-0.458,-3.418,6.47,2.136,3,0
4841,0.107,-1.052,-0.46,-2.686,7.202,16.846,3,0
4842,0.25,-1.31,-0.457,-15.564,10.437,40.466,3,0
4843,0.287,-1.544,-0.487,-26.306,8.667,53.894,3,0
4844,0.284,-1.775,-0.571,-48.523,-1.099,50.232,3,0
4845,0.204,-2.47,-0.765,-61.279,-26.611,14.16,3,0
4846,0.169,-2.787,-0.911,-27.344,-44.495,-40.771,3,0
4847,0.162,-2.955,-1.036,16.479,-31.677,-78.003,3,0
4848,0.129,-3.002,-1.244,82.336,2.441,-128.479,3,0
4849,0.074,-2.692,-1.221,144.836,46.387,-176.086,3,0
4850,-0.076,-1.97,-1.053,176.697,79.224,-209.656,3,0
4851,-0.102,-1.633,-0.94,160.767,94.177,-225.647,3,1
4852,-0.099,-1.34,-0.826,135.925,96.802,-228.943,3,0
4853,-0.058,-0.95,-0.622,99.792,99.976,-226.746,3,0
4854,-0.018,-0.84,-0.529,81.848,101.99,-220.459,3,0
4855,0.052,-0.608,-0.384,80.811,101.257,-208.984,3,0
4856,0.067,-0.493,-0.336,88.074,93.14,-197.632,3,0
4857,0.088,-0.409,-0.316,101.563,82.947,-175.842,3,0
4858,0.162,-0.335,-0.274,110.718,82.336,-152.1,3,0
4859,0.179,-0.286,-0.25,109.619,78.613,-126.404,3,0
4860,0.193,-0.213,-0.2,96.802,73.303,-106.201,3,0
4861,0.199,-0.212,-0.161,81.482,68.665,-96.436,3,0
4862,0.187,-0.224,-0.12,60.12,54.504,-83.679,3,0
4863,0.209,-0.306,-0.081,47.363,41.748,-73.486,3,0
4864,0.207,-0.315,-0.073,48.279,31.677,-61.829,3,0
4865,0.23,-0.333,-0.005,56.335,24.17,-54.993,3,0
4866,0.228,-0.329,0.016,58.044,25.513,-50.354,3,0
4867,0.211,-0.308,0.047,55.725,23.865,-42.48,3,0
4868,0.197,-0.266,0.103,50.72,19.348,-35.767,3,0
4869,0.184,-0.286,0.131,33.997,13.428,-27.649,3,0
4870,0.177,-0.323,0.168,25.513,11.108,-24.231,3,0
4871,0.193,-0.405,0.27,18.188,11.536,-21.484,3,0
