,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
270,0.932,0.079,0.954,-99.365,29.419,-156.311,0,0
271,0.896,0.178,0.935,-106.506,39.063,-164.429,0,0
272,0.759,0.27,0.925,-104.431,46.387,-174.438,0,0
273,0.669,0.24,0.934,-85.205,45.41,-175.354,0,0
274,0.534,0.184,0.967,-63.538,37.537,-166.992,0,0
275,0.545,0.149,0.986,-50.903,27.039,-164.307,0,0
276,0.563,0.135,0.99,-36.194,7.263,-170.349,0,0
277,0.651,0.182,1.0,-29.114,-4.028,-176.636,0,0
278,0.726,0.204,1.021,-23.01,-9.583,-172.729,0,0
279,0.772,0.236,1.042,-18.555,-13.916,-163.818,0,0
280,0.796,0.336,1.107,-14.16,-20.447,-141.418,0,0
281,0.775,0.381,1.132,-11.23,-29.846,-112.732,0,0
282,0.715,0.481,1.166,-16.907,-46.265,-86.365,0,0
283,0.692,0.509,1.183,-27.832,-65.979,-67.627,0,0
284,0.687,0.51,1.179,-30.579,-78.247,-60.364,0,0
285,0.696,0.482,1.165,-23.193,-95.215,-50.537,0,0
286,0.714,0.469,1.137,-4.7,-108.704,-38.391,0,0
287,0.794,0.492,1.08,12.085,-113.953,-24.963,0,0
288,0.78,0.517,1.046,17.639,-115.54,-16.541,0,0
289,0.779,0.529,1.017,20.081,-115.662,-3.906,0,0
290,0.763,0.489,0.949,21.667,-116.577,9.521,0,0
291,0.757,0.448,0.911,24.414,-116.699,22.705,0,0
292,0.721,0.367,0.824,26.123,-112.793,32.227,0,0
293,0.7,0.335,0.784,26.978,-108.032,36.316,0,0
294,0.682,0.298,0.752,29.724,-98.816,38.818,0,0
295,0.65,0.229,0.65,33.691,-89.478,40.222,0,1
296,0.644,0.214,0.603,36.804,-77.271,38.33,0,0
297,0.638,0.19,0.514,39.307,-64.209,36.804,0,0
298,0.625,0.193,0.481,39.917,-55.664,35.339,0,0
299,0.605,0.191,0.462,39.49,-44.556,31.86,0,0
300,0.573,0.178,0.456,39.795,-40.161,26.978,0,0
301,0.504,-0.541,0.38,-580.627,116.638,208.313,0,0
302,0.529,-0.71,0.408,-489.197,71.289,163.269,0,0
303,0.533,-0.828,0.442,-398.071,39.307,120.911,0,0
304,0.398,-1.438,0.453,-179.626,-27.527,48.401,0,0
305,0.439,-1.417,0.43,56.213,-78.674,-16.174,0,0
306,0.571,-1.038,0.291,247.925,-108.887,-61.035,0,0
307,0.642,-0.782,0.217,376.16,-117.859,-94.238,0,0
308,0.666,-0.578,0.176,426.453,-120.117,-108.276,0,0
309,0.626,-0.251,0.117,463.928,-125.061,-117.126,0,0
310,0.624,-0.153,0.103,472.412,-125.244,-113.708,0,0
311,0.716,0.093,0.092,450.745,-112.122,-96.863,0,0
312,0.782,0.223,0.109,418.64,-97.168,-82.764,0,0
313,0.827,0.321,0.137,353.76,-69.946,-62.805,0,0
314,0.848,0.435,0.22,283.325,-41.321,-44.861,0,0
315,0.837,0.447,0.254,217.773,-13.062,-23.682,0,0
316,0.771,0.403,0.325,164.612,12.39,2.869,0,0
317,0.733,0.35,0.347,139.404,24.841,21.484,0,0
318,0.695,0.288,0.364,113.77,35.889,47.729,0,0
319,0.646,0.144,0.396,101.135,39.978,65.979,0,0
320,0.636,0.042,0.396,105.957,36.011,73.181,0,0
321,0.632,-0.066,0.393,115.845,32.593,73.364,0,0
322,0.59,-0.212,0.374,132.568,26.428,69.946,0,0
323,0.582,-0.265,0.363,146.362,22.949,65.613,0,0
324,0.584,-0.31,0.348,147.766,25.879,62.622,0,0
325,0.588,-0.336,0.346,138.184,33.752,58.716,0,0
326,0.589,-0.359,0.349,126.465,40.039,54.993,0,0
327,0.59,-0.364,0.362,102.234,47.363,45.471,0,0
328,0.612,-0.38,0.367,77.087,52.979,30.823,0,0
329,0.662,-0.405,0.373,58.228,58.594,14.099,0,0
330,0.678,-0.425,0.37,47.729,65.125,1.648,0,0
331,0.697,-0.411,0.373,43.457,69.885,-5.066,0,0
332,0.71,-0.364,0.411,40.222,75.439,-14.404,0,0
333,0.74,-0.319,0.438,36.987,77.576,-21.912,0,0
334,0.77,-0.222,0.489,29.419,75.378,-26.672,0,0
335,0.8,-0.189,0.52,22.4,72.937,-27.1,0,0
336,0.836,-0.163,0.53,7.874,71.594,-22.888,0,0
337,0.939,-0.158,0.569,-7.996,76.904,-15.198,0,0
338,0.977,-0.15,0.591,-23.56,86.487,-9.705,0,0
339,1.006,-0.177,0.687,-35.217,95.276,-6.47,0,0
340,1.009,-0.195,0.741,-39.978,97.717,-7.935,0,0
341,0.996,-0.219,0.786,-46.204,92.529,-10.681,0,0
342,1.034,-0.245,0.861,-56.03,84.778,-12.024,0,0
343,1.061,-0.242,0.885,-71.777,80.933,-12.695,0,0
344,1.077,-0.256,0.891,-84.29,79.346,-13.916,0,0
345,1.055,-0.296,0.88,-100.037,77.332,-20.63,0,0
346,1.022,-0.307,0.887,-106.934,72.205,-39.917,0,0
347,0.972,-0.34,0.935,-94.482,60.425,-72.693,0,0
348,0.992,-0.286,0.967,-67.749,49.683,-109.619,0,0
349,1.025,-0.215,1.001,-49.744,43.64,-130.615,0,0
350,1.006,0.032,1.017,-33.203,31.799,-149.17,0,0
351,0.997,0.144,1.029,-31.921,18.616,-147.4,0,0
352,0.98,0.297,1.014,-43.152,5.859,-130.737,0,0
353,0.98,0.31,0.997,-53.711,-0.488,-115.356,0,0
354,0.979,0.287,0.972,-70.007,-3.845,-93.567,0,0
355,0.952,0.163,0.906,-81.604,-1.038,-79.651,0,0
356,0.932,0.095,0.893,-82.336,5.31,-78.369,0,0
357,0.846,0.007,0.884,-70.862,8.667,-86.792,0,0
358,0.795,0.01,0.894,-61.218,5.432,-96.863,0,0
359,0.745,0.015,0.894,-50.232,-7.263,-108.276,0,0
360,0.738,0.069,0.866,-47.852,-17.029,-111.145,0,0
361,0.755,0.083,0.863,-51.636,-17.578,-107.483,0,0
362,0.781,0.136,0.876,-57.434,-15.259,-106.506,0,0
363,0.778,0.137,0.896,-57.19,-15.442,-106.812,0,0
364,0.775,0.148,0.914,-49.988,-19.775,-107.605,0,0
365,0.759,0.204,0.949,-40.588,-28.748,-106.323,0,0
