,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
4535,-0.053,1.496,2.122,25.513,28.625,39.246,3,0
4536,-0.094,1.494,2.213,38.696,-8.24,54.077,3,0
4537,0.058,1.57,2.267,53.955,-28.931,69.336,3,0
4538,0.344,1.685,2.19,66.711,-52.368,106.323,3,0
4539,0.4,1.677,2.098,58.289,-69.824,140.198,3,0
4540,0.353,1.458,1.789,34.912,-92.407,171.326,3,0
4541,0.276,1.108,1.528,31.982,-112.061,192.261,3,0
4542,0.112,0.711,1.263,57.495,-152.405,231.628,3,0
4543,0.13,-0.162,0.493,123.352,-152.039,241.089,3,0
4544,0.231,-0.358,0.092,169.006,-133.911,234.497,3,0
4545,0.27,-0.772,-0.533,168.396,-92.529,224.915,3,0
4546,0.191,-0.963,-0.526,139.526,-43.213,206.543,3,0
4547,0.034,-1.153,-0.359,69.153,41.748,156.372,3,0
4548,-0.345,-1.444,0.024,30.884,77.393,102.6,3,0
4549,-0.313,-1.459,0.213,64.087,70.801,63.416,3,0
4550,-0.236,-1.276,0.395,100.403,55.42,49.5,3,0
4551,0.02,-0.541,0.633,124.084,30.334,34.729,3,0
4552,0.167,-0.193,0.763,92.957,4.395,16.663,3,0
4553,0.397,0.285,0.846,35.95,-13.916,11.23,3,0
4554,0.439,0.324,0.85,0.183,-24.719,19.836,3,1
4555,0.466,0.262,0.805,1.831,-24.597,23.56,3,0
4556,0.466,0.115,0.746,28.137,-18.616,25.757,3,0
4557,0.439,0.159,0.734,36.255,-11.108,24.414,3,0
4558,0.438,0.221,0.754,12.146,-3.235,18.372,3,0
4559,0.433,0.188,0.781,-8.972,0.061,10.986,3,0
4560,0.425,0.156,0.794,-29.419,-2.258,-0.488,3,0
4561,0.44,0.109,0.777,-24.292,-11.841,-6.592,3,0
4562,0.448,0.093,0.765,3.296,-21.179,-6.042,3,0
4563,0.501,0.206,0.731,24.963,-28.137,-5.981,3,0
4564,0.538,0.324,0.721,24.353,-30.09,-8.301,3,0
4565,0.56,0.4,0.701,8.728,-28.687,-10.62,3,0
4566,0.629,0.434,0.639,-4.211,-22.766,-11.169,3,0
4567,0.65,0.43,0.619,-1.526,-10.681,-12.817,3,0
4568,0.661,0.551,0.626,-3.052,1.16,-12.634,3,0
4569,0.667,0.572,0.623,-5.31,4.456,-8.118,3,0
4570,0.665,0.56,0.627,-5.005,5.249,-1.709,3,0
4571,0.625,0.555,0.639,-9.705,3.906,0.977,3,0
4572,0.64,0.513,0.644,-14.954,-1.404,2.014,3,0
4573,0.622,0.458,0.658,-15.564,-5.615,3.174,3,0
4574,0.574,0.393,0.667,-13.855,-7.874,2.93,3,0
4575,0.56,0.366,0.671,-9.827,-5.92,1.343,3,0
4576,0.534,0.33,0.693,-4.211,-5.554,0.305,3,0
4577,0.513,0.314,0.718,0.061,-4.333,-0.977,3,0
4578,0.492,0.332,0.738,-2.38,-5.371,-2.686,3,0
4579,0.494,0.341,0.733,-12.268,-9.521,-3.54,3,0
4580,0.523,0.307,0.725,-19.897,-17.761,-3.662,3,0
4581,0.596,0.239,0.694,-11.475,-22.034,-7.202,3,0
4582,0.63,0.283,0.683,0.61,-20.325,-11.047,3,0
4583,0.664,0.376,0.678,9.644,-12.573,-12.451,3,0
4584,0.736,0.512,0.683,4.028,-3.662,-8.301,3,0
4585,0.762,0.525,0.692,-4.517,2.319,-4.333,3,0
4586,0.747,0.52,0.725,-12.817,6.47,-2.197,3,0
4587,0.712,0.506,0.743,-18.188,7.874,-0.244,3,0
4588,0.677,0.483,0.769,-23.254,5.554,3.174,3,0
4589,0.601,0.333,0.809,-13.062,-3.479,8.057,3,0
4590,0.714,-0.281,0.921,-205.688,64.27,-31.189,3,0
4591,0.705,-0.293,0.935,-170.41,49.561,-29.602,3,0
4592,0.679,-0.226,0.958,-121.094,41.321,-19.226,3,0
4593,0.632,-0.026,0.972,-102.417,45.166,-5.005,3,0
4594,0.586,0.02,0.971,-114.075,51.514,8.057,3,0
4595,0.565,-0.002,0.947,-130.432,51.147,14.587,3,0
4596,0.536,-0.183,0.865,-153.625,47.913,17.029,3,0
4597,0.521,-0.253,0.854,-160.522,44.861,13.672,3,0
4598,0.523,-0.433,0.92,-128.845,43.335,15.503,3,0
4599,0.498,-0.45,0.959,-81.421,42.419,16.785,3,0
4600,0.474,-0.435,0.983,-52.673,40.649,16.541,3,0
4601,0.398,-0.339,1.013,-27.771,38.086,15.442,3,0
4602,0.377,-0.289,1.046,-29.175,38.391,10.803,3,0
4603,0.324,-0.179,1.165,-43.579,42.969,7.568,3,0
4604,0.356,-0.15,1.234,-52.063,50.659,7.507,3,0
4605,0.354,-0.193,1.281,-54.81,60.059,17.029,3,0
4606,0.338,-0.319,1.33,-37.109,57.922,25.024,3,0
4607,0.306,-0.384,1.339,-11.292,43.884,25.452,3,0
4608,0.303,-0.39,1.295,1.282,31.067,23.315,3,0
4609,0.308,-0.391,1.249,2.686,18.921,21.301,3,0
4610,0.316,-0.401,1.209,-1.831,7.08,20.081,3,0
4611,0.237,-0.511,1.159,7.874,-0.488,20.142,3,0
4612,0.216,-0.568,1.165,35.339,-4.395,14.343,3,0
4613,0.236,-0.571,1.16,52.673,-2.136,6.409,3,0
4614,0.251,-0.425,1.114,62.134,0.854,-0.977,3,0
4615,0.263,-0.354,1.088,49.377,3.296,-0.977,3,0
4616,0.265,-0.286,1.05,22.949,8.179,3.54,3,0
4617,0.259,-0.293,1.025,-4.15,11.963,5.92,3,0
4618,0.243,-0.336,1.003,-13.0,12.634,6.714,3,0
4619,0.183,-0.471,0.979,-5.676,8.667,8.423,3,0
4620,0.165,-0.513,0.967,18.005,-2.686,6.897,3,0
4621,0.176,-0.5,0.949,41.321,-13.123,2.197,3,0
4622,0.195,-0.439,0.931,46.265,-17.578,-0.916,3,0
4623,0.222,-0.381,0.906,36.987,-19.409,-3.418,3,0
4624,0.264,-0.319,0.869,18.494,-13.977,-4.7,3,0
4625,0.267,-0.317,0.857,2.625,-4.761,-4.15,3,0
4626,0.259,-0.332,0.841,-3.357,2.869,-3.662,3,0
4627,0.232,-0.349,0.839,0.0,4.211,-2.441,3,0
4628,0.21,-0.368,0.847,16.357,-0.305,0.916,3,0
4629,0.212,-0.343,0.831,32.776,-8.423,1.16,3,0
4630,0.218,-0.308,0.814,40.039,-14.343,0.977,3,0
4631,0.25,-0.234,0.803,32.471,-9.949,2.014,3,0
4632,0.252,-0.21,0.803,20.264,-1.526,2.808,3,0
4633,0.253,-0.216,0.802,1.892,12.085,5.737,3,0
4634,0.234,-0.253,0.794,-10.071,23.071,7.08,3,0
4635,0.206,-0.301,0.79,-5.798,26.184,7.812,3,0
4636,0.197,-0.327,0.805,4.395,25.208,7.568,3,0
4637,0.147,-0.361,0.841,28.259,16.418,8.545,3,0
4638,0.153,-0.33,0.851,47.913,4.944,7.812,3,0
